begin
"57520";"广东休闲娱乐" ; "893" ; "广州" ; "番禺区" ; "广州市" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_57520.html"
"59237";"北京青年剧场" ; "852" ; "北京" ; "西城区" ; "北京市西直门南小街68号" ; "未知" ; " 未知" ; "5" ; "http://venue.damai.cn/venue_59237.html"
"59265";"空管科技交流中心" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区西北旺北路1号(土井东路) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59265.html"
"59309";"北京9剧场地下空间剧场" ; "852" ; "北京" ; "朝阳区" ; "北京朝外小庄朝阳区文化馆，东三环京广桥东小庄路口东北角" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59309.html"
"59363";"场馆同步测试1" ; "852" ; "北京" ; "东城区" ; "场馆同步测试1" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59363.html"
"59371";"北京奇域梦相4D艺术馆" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区西三环中路11号(中央电视塔)" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_59371.html"
"59381";"国家会议中心308会议室" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区天辰东路7号（奥林匹克公园内）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59381.html"
"59432";"天桥艺术中心" ; "852" ; "北京" ; "西城区" ; "北京市西城区天桥南大街天桥演艺区" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_59432.html"
"59550";"国家游泳中心(水立方)二层多功能厅" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区北辰路奥林匹克公园内" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_59550.html"
"59570";"官园剧场" ; "852" ; "北京" ; "西城区" ; "北京市西城区平安里西大街43号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59570.html"
"59626";"西单大悦城9层" ; "852" ; "北京" ; "西城区" ; "北京市西城区西单北大街甲131号" ; "商业中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59626.html"
"59651";"正华星博剧场" ; "852" ; "北京" ; "丰台区" ; "北京市宋家庄正华影城负一层星博剧场" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59651.html"
"59673";"奔驰北京中心" ; "852" ; "北京" ; "朝阳区" ; "北京朝阳区京顺路四元桥内100米路北" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59673.html"
"59704";"芭比辣妈私教工作室" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区景华南街1号旺座中心东塔2119室" ; "娱乐休闲" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_59704.html"
"59715";"Boombar酒吧" ; "852" ; "北京" ; "朝阳区" ; "北京朝阳区工体东路甲2号中国红街大厦2层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59715.html"
"59809";"2015年秋季小马识途亲子定向活动场地" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区清华西路28号" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_59809.html"
"58051";"豫上海餐厅剧院" ; "872" ; "上海" ; "黄浦区" ; "上海市黄浦区旧校场路69号3楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58051.html"
"58076";"幻梦空间（Running Dream）上海站" ; "872" ; "上海" ; "杨浦区" ; "杨浦区邯郸路585号苏宁生活广场（五角场店）B1 中庭" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58076.html"
"58114";"川沙影剧院" ; "872" ; "上海" ; "浦东新区" ; "浦东新区川沙新镇新川路400号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58114.html"
"58145";"上海驰翰美术馆" ; "872" ; "上海" ; "黄浦区" ; "复兴东路1117号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58145.html"
"58299";"凯宾斯基大酒店" ; "872" ; "上海" ; "浦东新区" ; "陆家嘴环路1288号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58299.html"
"58436";"上海西班牙中心" ; "872" ; "上海" ; "浦东新区" ; "浦东新区博成路453号、原世博西班牙馆" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58436.html"
"58437";"魔多城市探险（恒丰路体验馆）" ; "872" ; "上海" ; "闸北区" ; "上海市恒丰路638号苏河一号下沉式广场" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58437.html"
"58665";"匚fount创意料理餐厅" ; "872" ; "上海" ; "徐汇区" ; "上海徐汇区永嘉路570号永嘉庭5号楼1楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58665.html"
"58754";"观复博物馆" ; "872" ; "上海" ; "浦东新区" ; "上海浦东新区陆家嘴环路479号上海中心大厦37层  " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58754.html"
"58778";"申乐大厦" ; "872" ; "上海" ; "静安区" ; "上海市静安区愚园路300号" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_58778.html"
"58781";"上海海湾国家森林公园" ; "872" ; "上海" ; "奉贤区" ; "上海市奉贤区海湾镇随塘河路1677号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58781.html"
"58815";"FUSION SHANGHAI" ; "872" ; "上海" ; "卢湾区" ; "上海市兴业路123号，新天地南里广场6号楼5F" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58815.html"
"58881";"正大乐城" ; "872" ; "上海" ; "徐汇区" ; "徐汇区中山南二路699号，近地铁龙华中路站6号口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58881.html"
"58897";"DiningCube 暗房密室" ; "872" ; "上海" ; "闸北区" ; "共和新路1481号红墙创意园沿街商铺1座(洛川东路)" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58897.html"
"58903";"梦花源" ; "872" ; "上海" ; "闵行区" ; "上海市闵行区浦江镇芦恒路1398号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58903.html"
"58907";"上海世博马术公园" ; "872" ; "上海" ; "浦东新区" ; "世博板块中国馆旁，中华艺术宫南面" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58907.html"
"58909";"上海绿地万豪酒店" ; "872" ; "上海" ; "黄浦区" ; "上海市黄浦区江滨路99号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58909.html"
"58928";"国家会展中心" ; "872" ; "上海" ; "青浦区" ; "上海崧泽大道333号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58928.html"
"58931";"上海南汇桃花村" ; "872" ; "上海" ; "南汇区" ; "南汇桃花村（惠南镇北门路289号）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58931.html"
"58946";"上海滴水湖皇冠假日酒店" ; "872" ; "上海" ; "浦东新区" ; "上海浦东新区临港新城南岛1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58946.html"
"58953";"直升机旅游服务中心" ; "872" ; "上海" ; "浦东新区" ; "耀龙路100号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58953.html"
"58963";"华东师范大学逸夫楼报告厅" ; "872" ; "上海" ; "普陀区" ; "普陀区中山北路3663号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58963.html"
"58964";"玫瑰里" ; "872" ; "上海" ; "杨浦区" ; "上海市秦皇岛路32号E栋玫瑰里" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58964.html"
"58969";"上海世博洲际酒店" ; "872" ; "上海" ; "浦东新区" ; "浦东新区雪野路1188号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58969.html"
"58986";"共青森林公园" ; "872" ; "上海" ; "杨浦区" ; "上海市杨浦区军工路2000号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_58986.html"
"59007";"M1NT" ; "872" ; "上海" ; "黄浦区" ; "福州路318号浦汇大厦24楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59007.html"
"59031";"拉法耶艺术设计中心" ; "872" ; "上海" ; "黄浦区" ; "上海市黄浦区复兴中路323号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59031.html"
"59032";"佳都剧场" ; "872" ; "上海" ; "长宁区" ; "延安西路719号佳都大厦四楼(近江苏路）" ; "未知" ; " 未知" ; "5" ; "http://venue.damai.cn/venue_59032.html"
"59059";"八佰秀 " ; "872" ; "上海" ; "静安区" ; "静安区常德路800号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59059.html"
"59064";"叠•UP 美术馆" ; "872" ; "上海" ; "宝山区" ; "上海市宝山区逸仙路 1328号 一号门内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59064.html"
"59069";"中福会儿童艺术剧院 微剧场" ; "872" ; "上海" ; "静安区" ; "上海市静安区华山路643号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59069.html"
"59077";"上海喜玛拉雅艺术中心 无极场" ; "872" ; "上海" ; "浦东新区" ; "上海市浦东新区芳甸路1188弄1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59077.html"
"59081";"赛琳娜号 宙斯大剧院" ; "872" ; "上海" ; "宝山区" ; "上海宝山码头地址：上海宝山区宝杨路1号。" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59081.html"
"59133";"Cavalia白色顶棚（全球最大的移动帐篷）" ; "872" ; "上海" ; "浦东新区" ; "世博板块中国馆旁，中华艺术宫南面" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59133.html"
"59166";"崇明县崇明岛旁" ; "872" ; "上海" ; "崇明县" ; "崇明县崇明岛旁隆海路与永兴中路交叉口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59166.html"
"59168";"星艺剧场" ; "872" ; "上海" ; "闵行区" ; "闵行区莘庄莘松路350号3楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59168.html"
"59184";"百丽宫ifc商场店1号厅" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道8号国金中心商场地下一层LG1-1(近银城中路)" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59184.html"
"59185";"静安嘉里百美汇1号厅" ; "872" ; "上海" ; "静安区" ; "上海市静安区南京西路1551号 静安嘉里中心商场N4-01室" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59185.html"
"59190";"希仕会" ; "872" ; "上海" ; "黄浦区" ; "外马路307号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59190.html"
"59203";"上海市青浦区体育馆" ; "872" ; "上海" ; "青浦区" ; "青浦区体育场路388号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59203.html"
"59215";"上海八舍咖啡" ; "872" ; "上海" ; "静安区" ; "上海市静安区新闸路1438号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59215.html"
"59229";"上海跨国采购会展中心" ; "872" ; "上海" ; "普陀区" ; "上海普陀区中江路35号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59229.html"
"59233";"长风景畔广场" ; "872" ; "上海" ; "普陀区" ; "上海普陀区大渡河路196号（近云岭东路）" ; "未知" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_59233.html"
"59235";"The Pearl " ; "872" ; "上海" ; "虹口区" ; "乍浦路741弄，近武进路" ; "未知" ; " 未知" ; "3" ; "http://venue.damai.cn/venue_59235.html"
"59248";"百丽宫ifc商场店2号厅" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道8号国金中心商场地下一层LG1-1(近银城中路) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59248.html"
"59249";"百丽宫ifc商场店3号厅" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道8号国金中心商场地下一层LG1-1(近银城中路)" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59249.html"
"59250";"百丽宫ifc商场店4号厅" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道8号国金中心商场地下一层LG1-1(近银城中路) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59250.html"
"59251";"百丽宫ifc商场店5号厅" ; "872" ; "上海" ; "浦东新区" ; "浦东新区世纪大道8号国金中心商场地下一层LG1-1(近银城中路) " ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59251.html"
"59252";"静安嘉里百美汇3号厅" ; "872" ; "上海" ; "静安区" ; "上海市静安区南京西路1551号 静安嘉里中心商场N4-01室" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59252.html"
"59253";"静安嘉里百美汇4号厅" ; "872" ; "上海" ; "静安区" ; "上海市静安区南京西路1551号 静安嘉里中心商场N4-01室" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_59253.html"
"1220";"国际饭店会议中心紫金大厅" ; "852" ; "北京" ; "朝阳区" ; "建国门内大街9号 " ; "会展中心/多功能厅/酒店/商业中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1220.html"
"1221";"丰台区文化馆" ; "852" ; "北京" ; "丰台区" ; "丰台区西四环南路64号" ; "剧场/多功能厅" ; " 音乐会/话剧/歌剧/戏曲综艺" ; "13" ; "http://venue.damai.cn/venue_1221.html"
"1222";"bling酒吧" ; "852" ; "北京" ; "朝阳区" ; "朝阳公园6号solana蓝色港湾国际商务区#5-1" ; "Livehouse" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_1222.html"
"1232";"胜利电影院" ; "852" ; "北京" ; "西城区" ; "西城区西四东大街55号" ; "影院/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1232.html"
"1233";"世界巧克力梦公园" ; "852" ; "北京" ; "朝阳区" ; "朝阳区奥林匹克公园内鸟巢北侧广场" ; "景区/公园/广场/娱乐休闲" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_1233.html"
"1235";"枫蓝国际小剧场" ; "852" ; "北京" ; "海淀区" ; "海淀区西直门北大街32号" ; "剧场" ; " 话剧" ; "0" ; "http://venue.damai.cn/venue_1235.html"
"1238";"雷剧场" ; "852" ; "北京" ; "东城区" ; "东城区工体北路66号瑞士公寓一层" ; "剧场" ; " 话剧" ; "3" ; "http://venue.damai.cn/venue_1238.html"
"1247";"海淀工人文化宫" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区万柳华府北街2号" ; "剧场/影院/娱乐休闲" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_1247.html"
"1274";"国话小剧场" ; "852" ; "北京" ; "东城区" ; "北京东城区地安门大街帽儿胡同甲45号" ; "剧场" ; " 话剧/歌剧" ; "1" ; "http://venue.damai.cn/venue_1274.html"
"1280";"石景山体育馆" ; "852" ; "北京" ; "石景山区" ; "石景山区石景山路32号" ; "体育场馆" ; " 演唱会/体育比赛" ; "0" ; "http://venue.damai.cn/venue_1280.html"
"1282";"桑尼摩尔5层小剧场" ; "852" ; "北京" ; "朝阳区" ; "朝阳区太阳宫中路10号" ; "剧场" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_1282.html"
"1316";"世纪剧院小剧场" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区亮马桥路南侧40号" ; "剧场" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_1316.html"
"1339";"海淀公园" ; "852" ; "北京" ; "海淀区" ; "北京西北四环万泉河立交桥的西北角" ; "景区/公园/娱乐休闲" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_1339.html"
"1358";"通州运河公园" ; "852" ; "北京" ; "通州区" ; "通州区东关大桥东" ; "景区/公园/广场/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1358.html"
"1367";"石景山游乐园" ; "852" ; "北京" ; "石景山区" ; "北京市石景山游乐园位于北京西山风景区南麓" ; "公园/娱乐休闲" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_1367.html"
"1378";"月坛体育馆" ; "852" ; "北京" ; "西城区" ; "北京市西城区月坛南街甲1号" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_1378.html"
"1386";"北京黄梅戏会馆" ; "852" ; "北京" ; "西城区" ; "西城区西四东大街55号" ; "剧场/娱乐休闲" ; " 戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_1386.html"
"1396";"解放军歌剧院艺术空间" ; "852" ; "北京" ; "西城区" ; "北京市西城区德胜门内大街60号（积水潭桥东南角）" ; "剧场/多功能厅" ; " 话剧/歌剧" ; "0" ; "http://venue.damai.cn/venue_1396.html"
"1397";"九维时代秀场" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区远大路一号 金源时代购物中心（五层）" ; "Livehouse/商业中心/娱乐休闲" ; " 话剧/戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_1397.html"
"1399";"西四环金源时代广场" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区远大路一号" ; "广场/商业中心/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1399.html"
"1405";"北京天桥杂技剧场" ; "852" ; "北京" ; "宣武区" ; "北京市宣武区天桥市场斜街95号（北纬路东口）" ; "剧场" ; " 戏曲综艺/魔术马戏" ; "0" ; "http://venue.damai.cn/venue_1405.html"
"1413";"中山音乐堂会议厅" ; "852" ; "北京" ; "东城区" ; "北京市东城区天安门西侧中山公园内" ; "剧场/音乐厅/多功能厅" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_1413.html"
"1415";"麻雀瓦舍（MAKO Live House）" ; "852" ; "北京" ; "朝阳区" ; "北京朝阳区广渠路36号院东院 （双井家乐福正对面 幸福贝贝楼后）红点艺术工厂内" ; "剧场/多功能厅" ; " 音乐会/话剧/戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_1415.html"
"1417";"国家会议中心" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区天辰东路7号（奥林匹克公园内）" ; "会展中心/多功能厅/商业中心" ; " 体育比赛" ; "1" ; "http://venue.damai.cn/venue_1417.html"
"1436";"北京皇家御河" ; "852" ; "北京" ; "海淀区" ; "北京展览馆后湖" ; "景区/公园/其他" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1436.html"
"1446";"麻雀剧场" ; "852" ; "北京" ; "朝阳区" ; "北京朝阳区广渠路36号院东院 （双井家乐福正对面 幸福贝贝楼后）红点艺术工厂内" ; "未知" ; " 话剧/歌剧/戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_1446.html"
"1455";"北京九谷口自然风景区" ; "852" ; "北京" ; "怀柔区" ; "北京市怀柔区怀北镇河防口村" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1455.html"
"1456";"望京乐园" ; "852" ; "北京" ; "朝阳区" ; "望京街9号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1456.html"
"1457";"北京航空航天大学学术交流厅" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区学院路37号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1457.html"
"1460";"瓦舍剧场" ; "852" ; "北京" ; "朝阳区" ; "北京朝阳区广渠路36号院东院 （双井家乐福正对面 幸福贝贝楼后）红点艺术工厂内" ; "未知" ; " 音乐会/话剧/戏曲综艺" ; "0" ; "http://venue.damai.cn/venue_1460.html"
"1472";"兴隆公园" ; "852" ; "北京" ; "朝阳区" ; "高碑店桥西北角" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1472.html"
"1475";"798主题空间" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区酒仙桥路4号798艺术区七星西街1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1475.html"
"1490";"工体翻斗乐" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区工体南路翻斗乐" ; "未知" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_1490.html"
"1492";"探梦恐龙岛主题乐园" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区奥林匹克公园，鸟巢以北300米，中国科技馆以南150米（大屯路与北辰东路交界处）" ; "未知" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_1492.html"
"1494";"灯笼俱乐部（Lantern Club）" ; "852" ; "北京" ; "朝阳区" ; "工人体育场西门向北100米路东（许仙楼餐厅后侧地下）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1494.html"
"1496";"UCCA尤伦斯当代艺术中心" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区酒仙桥路4号798艺术区(北京8503信箱)" ; "未知" ; " 音乐会" ; "0" ; "http://venue.damai.cn/venue_1496.html"
"1498";"静之湖温泉度假酒店" ; "852" ; "北京" ; "昌平区" ; "北京市昌平区兴寿镇" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1498.html"
"1512";"北京市怀柔区国家登山训练基地" ; "852" ; "北京" ; "怀柔区" ; "怀柔区水库东岸的半岛上" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1512.html"
"1513";"东联艺术工社" ; "852" ; "北京" ; "海淀区" ; "中关村南大街30号（国家图书馆附近，中央民族大学东门对面）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1513.html"
"1517";"绿色探索乐园" ; "852" ; "北京" ; "朝阳区" ; "奥林匹克公园内国家体育场北路与北辰东路交叉路口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1517.html"
"1521";"北京36家影院" ; "852" ; "北京" ; "东城区" ; "北京" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1521.html"
"1522";"北京梅苑饭店 " ; "852" ; "北京" ; "海淀区" ; "北京海淀区高梁桥斜街30号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1522.html"
"1523";"九州商务酒店" ; "852" ; "北京" ; "海淀区" ; "中关村南大街52号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1523.html"
"1524";"华天之星酒店北京花园桥店" ; "852" ; "北京" ; "海淀区" ; "海淀区车公庄西路33号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1524.html"
"1530";"票票堂活动场馆" ; "852" ; "北京" ; "东城区" ; "东中街32号楼" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1530.html"
"1531";"北京宝翠空中花园酒店" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区荣华桥东800米" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1531.html"
"1532";"全国55家影院" ; "852" ; "北京" ; "东城区" ; "北京、上海、广州" ; "影院" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1532.html"
"1533";"101奇幻世界" ; "852" ; "北京" ; "朝阳区" ; "奥林匹克公园内国家体育场北路与北辰东路交叉路口" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1533.html"
"1541";"全国105家影院" ; "852" ; "北京" ; "东城区" ; "北京" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1541.html"
"1542";"人民大学世纪馆" ; "852" ; "北京" ; "海淀区" ; "中国人民大学校内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_1542.html"
"55128";"居庸关长城" ; "852" ; "北京" ; "昌平区" ; "昌平县城以北20千米的峡谷中" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55128.html"
"55131";"哈林秀王国际英语篮球训练营" ; "852" ; "北京" ; "海淀区" ; "北京西三环北路50号豪柏大厦C1-509" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55131.html"
"55146";"天乐园大戏楼" ; "852" ; "北京" ; "东城区" ; "前门外鲜鱼口内" ; "剧场" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55146.html"
"55193";"鸟巢北广场" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区天辰东路9号奥林匹克公园内" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55193.html"
"55203";"MAI商城" ; "852" ; "北京" ; "东城区" ; "北京市东城区东中街32号楼7层" ; "未知" ; " 未知" ; "120" ; "http://venue.damai.cn/venue_55203.html"
"55225";"京城马汇国际马术俱乐部" ; "852" ; "北京" ; "大兴区" ; "北京市大兴区采育镇采廊路99号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55225.html"
"55257";"谜之物语密室" ; "852" ; "北京" ; "朝阳区" ; "北京市朝阳区广渠路36号院(红点艺术工厂院内)" ; "商业中心/娱乐休闲" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55257.html"
"55274";"开心麻花小剧场" ; "852" ; "北京" ; "西城区" ; "西城区车公庄大街4号新华1949园区18栋" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55274.html"
"55288";"首钢五号高炉演艺广场" ; "852" ; "北京" ; "石景山区" ; "北京石景山区石景山路68号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55288.html"
"55310";"港中旅密云南山房车小镇" ; "852" ; "北京" ; "密云县" ; "北京密云县河南寨镇河东路88号（南山滑雪场附近）" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55310.html"
"55334";"东宫影剧院小剧场" ; "852" ; "北京" ; "东城区" ; "北京市东城区隆福寺街47号东四工人文化宫二层" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55334.html"
"55356";"奥林匹克公园景观大道" ; "852" ; "北京" ; "朝阳区" ; "奥林匹克公园中心区的景观大道位于北京城市中轴线的北端" ; "景区" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55356.html"
"55365";"建外SOHO西区CBD文化体育广场" ; "852" ; "北京" ; "朝阳区" ; "建外SOHO西区CBD文化体育广场" ; "商业中心" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55365.html"
"55366";"HeX密室逃脱" ; "852" ; "北京" ; "崇文区" ; "珠市口东大街4号2-9" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55366.html"
"55368";"北京金台夕照会馆" ; "852" ; "北京" ; "崇文区" ; "北京市东城区(原崇文区)夕照寺中街15号" ; "商业中心" ; " 未知" ; "1" ; "http://venue.damai.cn/venue_55368.html"
"55386";"圆明园遗址公园" ; "852" ; "北京" ; "海淀区" ; "北京市海淀区清华西路28号" ; "公园" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55386.html"
"55440";"工人体育馆西门" ; "852" ; "北京" ; "东城区" ; "北京市工体北路" ; "体育场馆" ; " 体育比赛" ; "0" ; "http://venue.damai.cn/venue_55440.html"
"55444";"当代MOMA T8" ; "852" ; "北京" ; "东城区" ; "东城区东直门香河园路1号" ; "未知" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55444.html"
"55445";"北京卓美儿童戏剧学院" ; "852" ; "北京" ; "朝阳区" ; "朝阳区望京优乐汇A区505卓美剧院 " ; "未知" ; " 儿童亲子" ; "0" ; "http://venue.damai.cn/venue_55445.html"
"55458";"北京康羽朗健·李宁羽毛球网球健身中心" ; "852" ; "北京" ; "海淀区" ; "北京海淀区上地信息路厢白旗桥北150米路西康羽朗健中心" ; "体育场馆" ; " 未知" ; "0" ; "http://venue.damai.cn/venue_55458.html"
